#Google Dengue Trends weekly dengue activity for the world,,,,,,,,,,
#Copyright 2015 Google Inc.,,,,,,,,,,
#,,,,,,,,,,
#Exported data may be used for any purpose, subject to the Google Terms of Service (http://www.google.com/accounts/TOS?hl=en_US).,,,,,,,,,
#If you choose to use the data," please attribute it to Google as follows: ""Data Source: Google Dengue Trends (http://www.google.org/denguetrends)"".",,,,,,,,,
#,,,,,,,,,,
#Each week begins on the Sunday (Pacific Time) indicated for the row.,,,,,,,,,,
#Data for the current week will be updated each day until Saturday (Pacific Time).,,,,,,,,,,
#Note: To open these files in a spreadsheet application, we recommend you save each text file as a CSV spreadsheet.,,,,,,,,,
#For more information, please visit http://www.google.org/denguetrends,,,,,,,,,
#,,,,,,,,,,
Date,Argentina,Bolivia,Brazil,India,Indonesia,Mexico,Philippines,Singapore,Thailand,Venezuela
12/29/2002,,0.101,0.073,0.062,0.101,,999,0.059,,missing
1/5/2003,,0.143,0.098,0.047,0.039,,999,0.059,,missing
1/12/2003,,0.176,0.119,0.051,0.059,0.071,999,0.238,,mising
1/19/2003,,0.173,0.17,0.032,0.039,0.052,999,0.175,,999
1/26/2003,,0.146,0.138,0.04,0.112,0.048,99,0.164,,999
2/2/2003,,0.16,0.202,0.038,0.049,0.041,999,0.163,,999
2/9/2003,,0.225,0.179,0.019,0.06,0.042,999,0.15,,999
2/16/2003,0.046,0.109,0.239,0.008,0.039,0.049,999,0.144,,0.139
2/23/2003,0.048,0.147,0.205,0.022,0.078,0.054,999,0.142,,0.137
3/2/2003,0.051,0.119,0.142,0.028,0.048,0.075,999,0.129,,0.168
3/9/2003,0.051,0.195,0.28,0.003,0.089,0.096,990,0.13,,0.169
3/16/2003,0.046,0.289,0.162,0.006,0.08,0.064,998,0.12,,0.157
3/23/2003,0.043,0.227,0.17,0.015,0.054,0.073,99,0.115,,0.154
3/30/2003,0.039,0.194,0.176,0.033,0.071,0.076,0.059,0.104,,0.138
4/6/2003,0.036,0.121,0.134,0.008,0.054,0.068,0.059,0.107,,0.136
4/13/2003,0.031,0.101,0.15,0.012,0.088,0.055,0.058,0.101,,0.129
4/20/2003,0.029,0.147,0.104,0.03,0.054,0.056,0.058,0.102,,0.168
4/27/2003,0.034,0.097,0.104,0.004,0.081,0.072,0.061,0.128,,0.263
5/4/2003,0.031,0.069,0.089,0.007,0.068,0.071,0.059,0.132,,0.222
5/11/2003,0.039,0.064,0.067,0,0.048,0.06,0.059,0.14,,0.2
5/18/2003,0.039,0.053,0.109,0.019,0.061,0.069,0.057,0.151,,0.202
5/25/2003,0.039,0.064,0.071,0.015,0.062,0.074,0.055,0.175,,0.177
6/1/2003,0.034,0.058,0.08,0.031,0.082,0.079,0.062,0.161,,0.192
6/8/2003,0.039,0.042,0.062,0.05,0.069,0.088,0.059,0.15,,0.186
6/15/2003,0.039,0.047,0.036,0.094,0.055,0.074,0.059,0.163,,0.178
6/22/2003,0.039,0.039,0.073,0.165,0.055,0.056,0.058,0.143,,0.16
6/29/2003,0.031,0.038,0.056,0.17,0.047,0.071,0.058,0.132,,0.172
7/6/2003,0.034,0.029,0.018,0.195,0.1,0.086,0.056,0.12,,0.159
7/13/2003,0.036,0.023,0.015,0.174,0.073,0.072,0.057,0.129,,0.161
7/20/2003,0.029,0.021,0.052,0.187,0.047,0.065,0.064,0.128,,0.163
7/27/2003,0.027,0.018,0.013,0.18,0.049,0.068,0.064,0.123,,0.153
8/3/2003,0.024,0.016,0.044,0.116,0.039,0.095,0.081,0.112,,0.151
8/10/2003,0.022,0.019,0.036,0.101,0.039,0.092,0.091,0.131,,0.15
8/17/2003,0.022,0.022,0.032,0.1,0.039,0.089,0.134,0.127,,0.146
8/24/2003,0.019,0.018,0.034,0.103,0.064,0.063,0.163,0.116,,0.152
8/31/2003,0.019,0.018,0.011,0.135,0.055,0.084,0.152,0.111,,0.159
9/7/2003,0.019,0.019,0.018,0.143,0.047,0.137,0.149,0.109,,0.166
9/14/2003,0.019,0.031,0.034,0.196,0.047,0.165,0.147,0.113,,0.175
9/21/2003,0.019,0.041,0.015,0.242,0.063,0.124,0.137,0.123,,0.162
9/28/2003,0.019,0.049,0.016,0.292,0.054,0.188,0.123,0.12,,0.166
10/5/2003,0.019,0.035,0.02,0.565,0.069,0.182,0.141,0.108,,0.16
10/12/2003,0.019,0.044,0.041,0.928,0.075,0.16,0.123,0.108,,0.192
10/19/2003,0.022,0.054,0.026,0.99,0.068,0.157,0.109,0.119,,0.231
10/26/2003,0.024,0.035,0.034,0.91,0.076,0.122,0.103,0.174,,0.298
11/2/2003,0.029,0.032,0.038,0.679,0.075,0.159,0.096,0.195,,0.302
11/9/2003,0.027,0.044,0.038,0.509,0.06,0.132,0.09,0.157,,0.262
11/16/2003,0.027,0.031,0.046,0.327,0.047,0.088,0.091,0.126,,0.238
11/23/2003,0.027,0.03,0.068,0.245,0.055,0.127,0.088,0.116,,0.231
11/30/2003,0.027,0.024,0.063,0.178,0.068,0.079,0.089,0.129,,0.252
12/7/2003,0.024,0.016,0.06,0.133,0.058,0.083,0.091,0.112,,0.286
12/14/2003,0.022,0.012,0.055,0.094,0.045,0.066,0.095,0.109,,0.36
12/21/2003,0.019,0.011,0.053,0.1,0.055,0.055,0.098,0.104,,0.324
12/28/2003,0.019,0.01,0.049,0.087,0.039,0.042,0.109,0.117,,0.321
1/4/2004,0.019,0.01,0.085,0.07,0.065,0.041,0.105,0.115,,0.285
1/11/2004,0.017,0.018,0.095,0.072,0.09,0.036,0.096,0.109,,0.256
1/18/2004,0.017,0.07,0.072,0.062,0.039,0.034,0.097,0.106,,0.251
1/25/2004,0.019,0.091,0.057,0.059,0.065,0.033,0.093,0.108,,0.284
2/1/2004,0.031,0.068,0.069,0.043,0.058,0.037,0.088,0.109,,0.283
2/8/2004,0.039,0.046,0.067,0.033,0.122,0.032,0.08,0.145,,0.227
2/15/2004,0.046,0.034,0.077,0.058,0.295,0.031,0.074,0.194,,0.199
2/22/2004,0.041,0.034,0.088,0.039,0.69,0.033,0.071,0.178,,0.195
2/29/2004,0.039,0.03,0.085,0.031,1,0.04,0.073,0.172,,0.207
3/7/2004,0.039,0.028,0.096,0.023,0.8,0.036,0.07,0.161,,0.188
3/14/2004,0.053,0.023,0.071,0.039,0.521,0.04,0.065,0.164,,0.183
3/21/2004,0.065,0.037,0.085,0.023,0.424,0.047,0.06,0.135,,0.184
3/28/2004,0.063,0.056,0.096,0.026,0.205,0.052,0.06,0.17,,0.168
4/4/2004,0.046,0.042,0.071,0.037,0.262,0.051,0.057,0.149,,0.176
4/11/2004,0.041,0.035,0.054,0.027,0.212,0.051,0.058,0.127,,0.162
4/18/2004,0.036,0.04,0.067,0.031,0.186,0.049,0.057,0.118,,0.162
4/25/2004,0.041,0.045,0.027,0.019,0.151,0.044,0.056,0.127,,0.187
5/2/2004,0.041,0.051,0.039,0.016,0.142,0.038,0.054,0.15,,0.206
5/9/2004,0.041,0.049,0.043,0.021,0.127,0.051,0.053,0.138,,0.259
5/16/2004,0.036,0.032,0.031,0.037,0.139,0.06,0.056,0.12,,0.236
5/23/2004,0.036,0.026,0.04,0.029,0.098,0.114,0.055,0.161,,0.202
5/30/2004,0.039,0.032,0.03,0.037,0.082,0.071,0.056,0.164,,0.195
6/6/2004,0.036,0.039,0.032,0.04,0.084,0.06,0.054,0.137,,0.186
6/13/2004,0.029,0.028,0.024,0.04,0.076,0.073,0.058,0.132,,0.166
6/20/2004,0.027,0.024,0.022,0.057,0.104,0.05,0.063,0.128,,0.172
6/27/2004,0.024,0.015,0.032,0.048,0.091,0.059,0.089,0.145,,0.18
7/4/2004,0.022,0.015,0.017,0.054,0.068,0.067,0.092,0.134,,0.163
7/11/2004,0.022,0.015,0.028,0.056,0.111,0.057,0.095,0.154,,0.158
7/18/2004,0.019,0.021,0.01,0.057,0.066,0.069,0.114,0.16,,0.151
7/25/2004,0.017,0.026,0.017,0.093,0.087,0.104,0.112,0.194,,0.158
8/1/2004,0.017,0.025,0.026,0.099,0.077,0.128,0.107,0.188,,0.169
8/8/2004,0.017,0.029,0.013,0.099,0.075,0.178,0.099,0.205,,0.165
8/15/2004,0.024,0.02,0.018,0.075,0.078,0.129,0.096,0.193,,0.154
8/22/2004,0.022,0.017,0.02,0.08,0.106,0.131,0.09,0.178,,0.149
8/29/2004,0.022,0.018,0.019,0.085,0.083,0.11,0.098,0.164,,0.148
9/5/2004,0.019,0.016,0.031,0.082,0.077,0.106,0.131,0.193,,0.157
9/12/2004,0.022,0.014,0.019,0.103,0.072,0.124,0.153,0.165,,0.151
9/19/2004,0.019,0.011,0.022,0.127,0.062,0.138,0.153,0.208,,0.159
9/26/2004,0.027,0.011,0.026,0.12,0.079,0.135,0.139,0.178,,0.173
10/3/2004,0.022,0.012,0.021,0.114,0.082,0.115,0.118,0.174,,0.198
10/10/2004,0.029,0.015,0.015,0.137,0.071,0.124,0.114,0.188,,0.202
10/17/2004,0.027,0.018,0.045,0.171,0.115,0.148,0.101,0.186,,0.24
10/24/2004,0.027,0.021,0.041,0.173,0.078,0.138,0.097,0.165,,0.23
10/31/2004,0.029,0.02,0.047,0.164,0.066,0.073,0.09,0.177,,0.221
11/7/2004,0.029,0.017,0.046,0.182,0.067,0.075,0.096,0.187,,0.227
11/14/2004,0.027,0.016,0.059,0.155,0.084,0.078,0.09,0.195,,0.183
11/21/2004,0.027,0.017,0.078,0.125,0.09,0.072,0.095,0.182,,0.171
11/28/2004,0.022,0.022,0.057,0.093,0.16,0.061,0.09,0.193,,0.201
12/5/2004,0.019,0.019,0.032,0.093,0.097,0.07,0.098,0.185,,0.18
12/12/2004,0.017,0.016,0.033,0.071,0.112,0.049,0.105,0.185,,0.169
12/19/2004,0.014,0.016,0.04,0.062,0.093,0.048,0.099,0.187,,0.159
12/26/2004,0.014,0.015,0.045,0.055,0.072,0.042,0.1,0.186,,0.16
1/2/2005,0.012,0.015,0.063,0.039,0.113,0.048,0.103,0.167,,0.162
1/9/2005,0.012,0.015,0.057,0.034,0.079,0.038,0.101,0.194,,0.174
1/16/2005,0.012,0.02,0.07,0.032,0.104,0.04,0.103,0.18,,0.176
1/23/2005,0.01,0.029,0.062,0.03,0.171,0.045,0.1,0.184,,0.183
1/30/2005,0.01,0.041,0.062,0.02,0.206,0.033,0.093,0.251,,0.21
2/6/2005,0.01,0.038,0.074,0.035,0.328,0.036,0.089,0.271,,0.183
2/13/2005,0.014,0.032,0.086,0.027,0.39,0.04,0.078,0.236,,0.165
2/20/2005,0.014,0.029,0.072,0.015,0.278,0.036,0.073,0.291,,0.188
2/27/2005,0.012,0.018,0.04,0.019,0.177,0.055,0.07,0.184,,0.196
3/6/2005,0.014,0.028,0.079,0.014,0.211,0.052,0.071,0.165,,0.17
3/13/2005,0.019,0.028,0.068,0.029,0.174,0.051,0.068,0.153,,0.162
3/20/2005,0.024,0.024,0.074,0.022,0.159,0.047,0.068,0.194,,0.164
3/27/2005,0.031,0.03,0.091,0.018,0.181,0.049,0.065,0.204,,0.17
4/3/2005,0.027,0.028,0.067,0.008,0.132,0.035,0.061,0.202,,0.172
4/10/2005,0.024,0.051,0.057,0.016,0.176,0.051,0.059,0.181,,0.164
4/17/2005,0.022,0.068,0.062,0.013,0.135,0.049,0.061,0.172,,0.167
4/24/2005,0.024,0.051,0.062,0.015,0.124,0.053,0.061,0.177,,0.162
5/1/2005,0.029,0.044,0.058,0.013,0.129,0.051,0.06,0.187,,0.174
5/8/2005,0.024,0.045,0.059,0.021,0.139,0.056,0.059,0.181,,0.175
5/15/2005,0.022,0.045,0.063,0.044,0.098,0.057,0.062,0.178,,0.19
5/22/2005,0.019,0.045,0.05,0.028,0.101,0.063,0.059,0.144,,0.181
5/29/2005,0.019,0.041,0.067,0.031,0.11,0.07,0.071,0.162,,0.192
6/5/2005,0.017,0.024,0.056,0.028,0.098,0.075,0.079,0.175,,0.176
6/12/2005,0.022,0.03,0.056,0.052,0.07,0.089,0.083,0.181,,0.175
6/19/2005,0.022,0.034,0.05,0.028,0.072,0.089,0.095,0.204,,0.2
6/26/2005,0.022,0.022,0.041,0.055,0.086,0.088,0.128,0.232,,0.211
7/3/2005,0.019,0.014,0.042,0.051,0.1,0.1,0.136,0.221,,0.186
7/10/2005,0.017,0.011,0.034,0.075,0.093,0.081,0.133,0.226,,0.183
7/17/2005,0.014,0.011,0.035,0.134,0.111,0.104,0.162,0.25,,0.222
7/24/2005,0.012,0.007,0.051,0.13,0.103,0.135,0.185,0.291,,0.196
7/31/2005,0.012,0.008,0.049,0.093,0.103,0.151,0.25,0.289,,0.218
8/7/2005,0.019,0.007,0.052,0.172,0.152,0.154,0.32,0.247,,0.18
8/14/2005,0.024,0.009,0.052,0.218,0.2,0.136,0.367,0.257,,0.255
8/21/2005,0.027,0.02,0.026,0.228,0.219,0.099,0.295,0.365,,0.217
8/28/2005,0.029,0.023,0.035,0.299,0.188,0.127,0.325,0.402,,0.197
9/4/2005,0.029,0.03,0.026,0.355,0.157,0.143,0.333,0.566,,0.229
9/11/2005,0.022,0.033,0.025,0.298,0.124,0.177,0.228,1,,0.226
9/18/2005,0.019,0.02,0.029,0.247,0.151,0.208,0.213,0.839,,0.19
9/25/2005,0.014,0.024,0.029,0.224,0.135,0.167,0.165,0.815,,0.229
10/2/2005,0.014,0.022,0.028,0.213,0.116,0.156,0.138,0.622,,0.207
10/9/2005,0.014,0.036,0.03,0.237,0.168,0.179,0.137,0.401,,0.239
10/16/2005,0.022,0.026,0.048,0.285,0.277,0.194,0.141,0.359,,0.283
10/23/2005,0.046,0.023,0.043,0.295,0.168,0.169,0.115,0.345,,0.301
10/30/2005,0.036,0.03,0.041,0.276,0.154,0.155,0.117,0.324,,0.246
11/6/2005,0.034,0.024,0.046,0.251,0.144,0.147,0.106,0.246,,0.244
11/13/2005,0.029,0.049,0.067,0.232,0.214,0.115,0.09,0.203,,0.206
11/20/2005,0.022,0.061,0.069,0.198,0.207,0.105,0.094,0.164,,0.275
11/27/2005,0.019,0.052,0.032,0.15,0.288,0.091,0.081,0.156,,0.211
12/4/2005,0.017,0.025,0.037,0.123,0.307,0.067,0.08,0.156,,0.177
12/11/2005,0.014,0.015,0.027,0.098,0.377,0.05,0.082,0.146,,0.187
12/18/2005,0.012,0.017,0.043,0.054,0.452,0.044,0.08,0.142,,0.18
12/25/2005,0.012,0.013,0.046,0.049,0.43,0.054,0.095,0.138,,0.18
1/1/2006,0.01,0.013,0.067,0.074,0.386,0.033,0.096,0.14,,0.204
1/8/2006,0.01,0.01,0.055,0.046,0.293,0.046,0.095,0.144,,0.207
1/15/2006,0.01,0.017,0.088,0.047,0.248,0.044,0.094,0.135,,0.201
1/22/2006,0.01,0.011,0.127,0.033,0.259,0.042,0.095,0.132,,0.2
1/29/2006,0.01,0.009,0.133,0.037,0.273,0.035,0.084,0.134,,0.194
